transit_id,pl_period,pl_transit_duration,pl_transit_depth,pl_radius,pl_eq_temp,pl_insolation_flux,st_eff_temp,st_radius,st_logg
K05335.01,1.752562808,6.1245,368004.0,124.23,2018.0,3915.22,5853.0,1.795,3.971
K04945.01,45.5827119,3.193,76.5,2.42,957.0,198.31,7266.0,2.715,3.828
K04950.01,1.89124738,4.697,410.0,1.2,989.0,225.34,4615.0,0.589,4.66
K04951.01,1.89125883,4.656,274.5,23.6,4480.0,95092.9,4449.0,14.894,2.031
K05076.01,0.938857507,3.98767,12960.3,1148.7,6867.0,526061.85,4217.0,27.676,1.656
K05195.01,32.245486,13.86,93.6,1.18,683.0,51.39,6197.0,1.208,4.242
K05315.01,163.104677,2.129,576.0,2.58,337.0,3.06,5766.0,1.04,4.418
K05316.01,1.10656965,1.669,86.4,1.09,1988.0,3696.18,6237.0,1.165,4.387
K05206.01,4.18236124,6.70175,193983.0,69.37,1303.0,680.56,6188.0,1.166,4.314
K05322.01,30.928898,3.436,203.3,8.1,1051.0,288.95,5029.0,5.127,3.237
K05087.01,651.07431,5.603,153.7,1.55,234.0,0.71,5696.0,1.261,4.218
K05211.01,3.5645249,2.062,53.9,0.6,1029.0,265.37,5435.0,0.824,4.578
K05336.01,265.741374,18.078,273.4,3.24,413.0,6.9,6537.0,1.859,4.044
K05338.01,309.19347,23.51,1445.0,3.07,236.0,0.73,5504.0,0.819,4.572
K04972.01,26.092284,6.623,122.4,1.35,717.0,62.57,6346.0,1.214,4.362
K04974.01,514.14221,4.153,1491.0,2.98,198.0,0.36,5524.0,0.78,4.579
K04975.01,47.0628978,1.545,1647.0,4.1,483.0,12.9,5838.0,0.897,4.529
K05093.01,26.737139497,4.68919,53516.1,29.28,655.0,43.59,5794.0,1.155,4.317
K05094.01,310.61299,2.562,920.0,3.04,279.0,1.43,6063.0,1.001,4.47
K04987.01,12.5748872,3.549,731.0,1.03,349.0,3.49,3552.0,0.387,4.867
K04990.01,561.08191,14.94,229.1,1.93,255.0,1.0,6014.0,1.258,4.264
K04991.01,211.330867,4.66,531.0,2.09,300.0,1.92,5941.0,0.911,4.519
K05247.01,282.0309,14.69,782.0,3.22,315.0,2.32,6343.0,1.137,4.411
K05248.01,179.25465,22.35,272.4,1.35,301.0,1.94,5692.0,0.82,4.496
K05001.01,59.9655175,1.89,310.1,1.92,481.0,12.67,5729.0,1.105,4.372
K05126.01,418.04355,10.777,481.6,13.73,463.0,10.83,5110.0,5.469,3.184
K00701.04,267.282521,7.788,471.9,1.43,207.0,0.44,4926.0,0.662,4.653
K05261.01,100.629443,1.708,355.7,1.75,412.0,6.84,6351.0,0.921,4.513
K05262.01,438.98396,9.62,745.2,32.58,599.0,30.43,5053.0,11.706,2.77
K02473.03,14.5123622,4.163,355.8,2.08,636.0,38.6,5094.0,0.87,4.469
K03175.01,2.302365255,23.88,62160.0,63.06,1568.0,1429.81,5948.0,1.229,4.269
K03333.01,53.501860974,5.25334,456778.0,55.23,409.0,6.63,5436.0,0.748,4.587
K05027.01,62.312419,5.561,123.0,6.15,838.0,116.69,4999.0,5.615,3.243
K05650.01,117.844963,1.951,1043.0,2.52,308.0,2.13,5317.0,0.769,4.595
K05773.01,24.614775,2.395,229.4,1.28,574.0,25.69,5654.0,0.849,4.536
K05774.01,1.21374744,5.79293,185129.0,96.19,2441.0,8380.25,6791.0,1.619,4.137
K05406.01,5.71966537,3.938,19.1,0.82,1479.0,1131.75,6356.0,1.865,3.985
K05661.01,229.86928,12.91,1659.0,9.57,466.0,11.15,6065.0,2.344,3.763
K05408.01,415.748785,3.313,463.7,3.24,283.0,1.51,5324.0,1.534,4.027
K05791.01,385.593209,2.799,282.9,2.37,311.0,2.2,6205.0,1.358,4.194
K05547.01,571.14302,10.06,531.3,2.22,210.0,0.46,5751.0,0.943,4.514
K05671.01,190.905243,2.529,227.1,1.73,356.0,3.81,6098.0,1.131,4.321
K05800.01,11.006795,5.112,146.4,1.34,874.0,138.34,6091.0,1.047,4.424
K05430.01,99.97889,8.76,117.9,1.84,463.0,10.84,5229.0,1.725,3.985
K05805.01,525.757041,4.995,830.2,11.07,372.0,4.52,5277.0,3.931,3.495
K05433.01,237.819002,11.324,614.2,2.55,302.0,1.98,5878.0,1.035,4.424
K05834.01,37.537859,6.513,269.0,1.77,583.0,27.38,6095.0,1.082,4.429
K05445.01,7.1091096,10.67,156.7,1.08,855.0,126.12,5665.0,0.82,4.568
K05446.01,416.9504,4.026,479.8,7.35,377.0,4.77,5751.0,2.611,3.708
K05567.01,397.3958488,6.1014,29825.0,64.56,280.0,1.45,5544.0,1.362,4.146
K05568.01,62.134919,8.711,147.5,6.71,925.0,172.96,5889.0,4.912,3.358
K05569.01,1.667482003,1.5931,545.5,15.15,3257.0,26549.71,4678.0,6.72,2.756
K05573.01,77.395279,5.26,437.0,6.16,646.0,41.24,5158.0,2.995,3.541
K05815.01,207.767894,5.21,320.6,3.52,379.0,4.85,5210.0,1.849,3.894
K05818.01,1.23138339,3.943,72.7,0.82,1648.0,1746.21,5791.0,0.958,4.505
K05577.01,495.51899,3.592,297.6,2.94,305.0,2.03,6043.0,1.634,4.038
K05578.01,388.048463,3.456,149.6,3.0,376.0,4.71,5779.0,2.46,3.765
K05705.01,95.254421,3.379,465.4,2.2,413.0,6.89,6063.0,1.012,4.476
K05823.01,0.745086745,4.29,270.0,1.29,1654.0,1775.23,5325.0,0.75,4.607
K05838.01,432.074696,4.763,1088.0,2.39,193.0,0.32,5183.0,0.739,4.608
K05839.01,169.415073,3.884,239.9,2.32,413.0,6.87,6362.0,1.378,4.238
K05592.01,482.51701,14.791,573.0,2.3,242.0,0.8,6168.0,0.96,4.488
K05719.01,27.285315,7.47,396.5,2.19,678.0,49.97,6304.0,1.094,4.407
K05348.01,87.775799,1.862,450.0,2.44,409.0,6.61,5604.0,1.025,4.375
K05600.01,17.168095,13.04,143.1,4.81,603.0,31.34,5053.0,1.907,3.824
K05357.01,520.58269,2.264,348.0,1.94,244.0,0.83,6210.0,1.033,4.45
K05358.01,126.586058,5.41,124.9,1.54,460.0,10.54,6611.0,1.249,4.269
K05359.01,2.7200197,1.874,869.0,1.53,713.0,61.08,3939.0,0.527,4.735
K05482.01,31.707574649,7.6771,787.3,2.96,547.0,21.1,5861.0,0.865,4.546
K05486.01,4.15472242,1.791,2243.0,23.47,2292.0,6522.18,6996.0,3.359,3.627
K05608.01,87.565484,2.527,396.0,2.12,437.0,8.6,6064.0,1.069,4.429
K05361.01,22.0495604,3.428,134.5,1.9,912.0,163.51,6821.0,1.548,4.176
K05366.01,574.69029,4.269,276.8,1.26,191.0,0.31,5503.0,0.764,4.557
K05487.01,48.8130123,1.538,702.0,2.95,553.0,22.17,6202.0,1.11,4.395
K05488.01,280.1604956,2.8637,12946.0,19.25,237.0,0.74,5387.0,0.799,4.581
K05491.01,480.19416,10.76,372.3,1.79,235.0,0.72,6072.0,0.923,4.51
K05493.01,6.993576155,21.2695,2924.0,101.15,1605.0,1569.11,6565.0,2.467,3.803
K05618.01,318.49078,3.012,630.0,3.01,301.0,1.94,6026.0,1.176,4.302
K05742.01,1.340649911,5.0912,627633.0,127.25,2004.0,3824.87,6332.0,1.222,4.26
K05743.01,30.69537638,5.6634,19941.0,19.39,662.0,45.29,6185.0,1.192,4.356
K05370.01,407.97623,14.69,237.5,4.63,498.0,14.53,7612.0,2.968,3.787
K05373.01,50.550788,2.353,154.5,5.0,790.0,92.03,5031.0,3.859,3.433
K05498.01,519.80221867,14.9678,77183.1,40.88,216.0,0.51,5310.0,1.03,4.356
K05379.01,520.655224,12.94,314.9,7.58,401.0,6.12,5227.0,4.313,3.321
K05636.01,2.79123954,2.843,154.8,2.22,1771.0,2322.96,6407.0,1.668,4.111
K05386.01,575.42002,17.22,401.7,1.91,225.0,0.61,6025.0,0.949,4.448
K05389.01,365.739893,1.218,300.7,1.73,241.0,0.8,5420.0,0.953,4.396
K05643.01,570.01886,3.52,428.5,1.62,190.0,0.31,5496.0,0.79,4.579
K05394.01,456.5734,5.465,397.5,7.88,413.0,6.88,5002.0,4.042,3.216
K05899.01,58.669218,3.712,169.4,1.28,450.0,9.68,5548.0,0.986,4.433
K05917.01,41.9934673,3.226,293.7,1.56,503.0,15.19,5766.0,0.915,4.498
K05918.01,94.67782,2.215,287.0,1.46,353.0,3.67,5360.0,0.866,4.503
K05923.01,366.684634,3.284,456.3,10.75,444.0,9.18,5090.0,4.962,3.353
K05924.01,291.306507,2.91,1132.0,2.49,219.0,0.54,5031.0,0.748,4.548
K05933.01,236.506437,5.004,744.4,10.37,480.0,12.54,5066.0,3.9,3.414
K05940.01,24.7967294,4.278,970.5,3.14,537.0,19.62,5496.0,0.776,4.592
K05941.01,44.7060191,0.25,292.0,60.47,465.0,11.01,5509.0,0.811,4.482
K05942.01,125.277815,4.442,432.3,15.75,799.0,96.53,5119.0,7.738,2.961
K05943.01,27.2020672,1.811,180.3,1.87,719.0,63.31,5869.0,1.396,4.175
K05952.01,164.507439,11.428,433.8,2.15,346.0,3.39,5866.0,1.02,4.382
K05956.01,212.646179,2.539,953.0,3.19,321.0,2.5,6108.0,1.03,4.466
K05960.01,32.4185265,5.154,110.7,1.62,687.0,52.7,5622.0,1.441,4.044
K05962.01,2.61594288,6.45,72.1,0.92,1370.0,831.27,6063.0,1.012,4.476
K05844.01,344.961485,3.023,427.9,1.61,230.0,0.66,5481.0,0.775,4.51
K05846.01,199.064336,13.623,265.0,6.12,483.0,12.81,5157.0,3.436,3.541
K05847.01,277.114286,3.926,567.1,17.56,605.0,31.66,5117.0,7.549,2.986
K05968.01,97.942437,2.575,100.2,2.29,600.0,30.59,5997.0,2.284,3.806
K05851.01,322.221973,7.531,465.6,2.18,277.0,1.4,6026.0,1.006,4.437
K05974.01,4.76815507,2.115,61.0,0.49,761.0,79.48,4680.0,0.649,4.618
K05978.01,364.18129,6.65,469.5,1.78,209.0,0.45,4988.0,0.85,4.498
K05861.01,452.40428,17.2,216.7,1.58,256.0,1.01,6195.0,1.029,4.437
K05863.01,8.67237968,2.826,99.1,0.87,825.0,109.61,5620.0,0.882,4.498
K05867.01,359.8455,34.84,503.9,14.76,510.0,16.01,4945.0,6.632,3.058
K05873.01,217.170081,4.291,937.0,109061.0,802.0,97.62,5083.0,11.723,2.638
K05876.01,189.456089,3.077,453.0,2.2,337.0,3.04,5991.0,1.026,4.387
K05881.01,134.35872,13.3,75.2,1.27,499.0,14.61,6948.0,1.433,4.194
K05885.01,111.149082,2.911,394.2,1.87,364.0,4.16,5763.0,0.948,4.511
K05891.01,370.31761,12.588,1885.0,2.98,182.0,0.26,4665.0,0.701,4.584
K05892.01,37.959659,2.793,287.9,1.41,484.0,12.93,5573.0,0.827,4.558
K06179.01,16.2957847,5.16,409.8,2.13,744.0,72.62,6063.0,1.012,4.476
K03456.02,486.12702,9.495,120.6,1.18,249.0,0.91,6008.0,1.062,4.373
K03479.02,1.71029474,2.946,158.9,1.04,1267.0,610.77,5365.0,0.729,4.586
K04895.02,47.5571352,1.708,339.0,1.85,507.0,15.58,5861.0,0.958,4.436
K05982.01,1.838514245,3.2601,118965.0,57.6,1572.0,1447.16,5799.0,1.055,4.326
K05983.01,8.412008943,5.41096,136113.0,50.83,1100.0,345.76,6247.0,1.314,4.225
K06183.01,4.326946311,5.55905,409031.0,106.99,1481.0,1137.15,6231.0,1.501,4.078
K05991.01,8.58599537,2.4078,818.0,39.03,2319.0,6831.52,4805.0,13.941,2.605
K06098.01,1.129848432,2.07578,4658.5,120.13,3553.0,37690.9,4846.0,7.102,2.984
K06103.01,453.54212,17.026,861.0,9.23,390.0,5.45,5874.0,3.006,3.664
K06103.02,122.8054416,2.663,313.0,118.62,602.0,31.11,5874.0,3.006,3.664
K07865.01,0.518060209,1.8062,2258.4,61.49,2921.0,17224.79,5405.0,1.772,3.853
K04541.02,17.236085,4.209,330.0,1.98,721.0,63.85,5543.0,1.111,4.318
K06001.01,12.4288476,16.43,165.4,1.12,725.0,65.27,5595.0,0.886,4.513
K06003.01,12.4257907,19.859,340.1,1.27,589.0,28.51,4873.0,0.693,4.586
K06113.01,4.694218481,4.53365,175471.0,35.81,946.0,189.23,5512.0,0.787,4.575
K06008.01,12.426469,25.71,180.5,1.66,729.0,66.74,5691.0,0.887,4.544
K07863.01,5.2449156,8.367,35.5,0.52,1015.0,251.14,5823.0,0.878,4.486
K06211.01,1.457256942,6.51381,364905.0,98.16,2112.0,4686.52,6630.0,1.416,4.235
K06214.01,281.35877,7.74,278.5,4.22,446.0,9.34,6049.0,2.522,3.728
K06214.02,154.536881,15.44,258.5,4.1,544.0,20.76,6049.0,2.522,3.728
K06122.01,1.28619671,1.114,137.2,1.27,1646.0,1740.01,5650.0,0.926,4.391
K06123.01,2.649026189,2.4698,52172.0,32.7,1377.0,852.59,5838.0,0.988,4.342
K06219.01,21.025447023,6.52216,115743.0,135.84,1123.0,376.4,6631.0,2.438,3.798
K06022.01,2.765621941,2.3191,8342.2,34.42,1134.0,391.86,5423.0,0.828,4.542
K00744.02,2.03746414,2.895,138.8,1.12,1474.0,1118.26,6117.0,0.947,4.496
K06128.01,12.42555055,28.492,409.0,3.79,1027.0,262.42,6381.0,1.423,4.155
K06132.01,33.3200908,6.5265,6186.9,13.0,750.0,74.79,6264.0,1.651,4.133
K06132.02,7.5844241,3.918,1005.0,5.83,1228.0,537.4,6264.0,1.651,4.133
K06222.01,210.899577,2.167,3345.0,4.85,268.0,1.22,5332.0,0.843,4.5
K06227.01,4.46255312,14.0957,22720.0,52.74,1795.0,2458.34,4847.0,3.619,3.277
K06132.03,11.867172,4.815,595.6,4.03,1058.0,296.23,6264.0,1.651,4.133
K06133.01,2.6160943,21.34,29.3,0.81,1744.0,2188.14,6645.0,1.42,4.232
K06134.01,2.404386969,7.40348,313168.0,79.72,1670.0,1838.11,6466.0,1.21,4.278
K01319.02,142.685885,3.792,1195.0,2.76,319.0,2.43,5767.0,0.799,4.57
K06230.01,1.927177921,2.7742,136135.0,28.94,1219.0,523.16,5193.0,0.774,4.525
K00983.02,5.177577252,2.4777,1325.4,73.82,1671.0,1846.9,7429.0,1.796,4.143
K02012.02,180.921729,8.99,742.4,2.3,302.0,1.96,5818.0,0.848,4.554
K07877.01,6.70995253,2.297,86.0,1.1,1120.0,372.31,6461.0,1.131,4.396
K06147.01,5.776794344,6.33505,121544.0,129.2,2249.0,6048.96,7666.0,3.601,3.658
K06149.01,0.503199724,1.117,275.6,1.06,1363.0,819.89,4013.0,0.63,4.639
K06241.01,73.91858615,6.9735,184074.0,89.96,484.0,12.95,6300.0,1.057,4.404
K06152.01,395.07333,7.844,645.1,230.33,1406.0,923.0,3599.0,98.38,0.679
K06061.01,10.238939876,3.4851,3153.1,22.09,1190.0,474.05,6244.0,1.807,3.986
K06062.01,5.499941387,5.1339,40110.4,23.34,1202.0,492.27,6435.0,1.157,4.385
K07869.01,11.4132144,2.371,76.4,1.03,925.0,172.97,6188.0,1.155,4.33
K02194.03,445.21685,16.37,211.6,1.37,237.0,0.74,5670.0,0.95,4.387
K06069.01,8.214204254,4.5905,74177.0,42.29,798.0,96.12,5654.0,0.774,4.59
K02393.02,0.766691517,1.2638,244.0,1.22,1541.0,1334.22,4821.0,0.788,4.529
K02450.02,7.1931193,2.935,125.6,1.12,916.0,166.3,5518.0,1.008,4.4
K06168.01,131.258668,4.89,153.0,1.59,433.0,8.31,6443.0,1.248,4.325
K07870.01,92.552007,2.135,282.6,2.1,440.0,8.87,5808.0,1.22,4.306
K06168.02,75.072964,9.21,74.3,1.09,522.0,17.51,6443.0,1.248,4.325
K06168.03,404.701927,3.981,236.2,1.94,298.0,1.85,6443.0,1.248,4.325
K06172.01,31.8134892,1.422,234.2,1.18,496.0,14.31,5505.0,0.776,4.586
K06079.01,15.249335907,3.82224,34565.1,45.92,875.0,138.77,6385.0,1.189,4.316
K06080.01,4.816610903,3.82353,80226.0,26.15,1050.0,287.3,5796.0,0.904,4.472
K06082.01,1.814128042,3.0646,2063.6,426.98,3773.0,47891.79,4822.0,12.899,2.662
K06085.01,5.902596818,5.5711,54894.0,25.8,1123.0,376.53,6184.0,1.094,4.371
K06177.01,0.978362973,1.206,37.1,1.04,2772.0,13948.03,7193.0,1.671,4.156
K00593.04,240.192808,9.72,605.8,2.68,298.0,1.86,6004.0,0.977,4.484
K06087.01,22.16127178,3.699,5259.0,69.44,877.0,139.67,5893.0,1.745,3.945
K06089.01,282.9656538,21.4259,467860.0,71.61,280.0,1.45,5999.0,0.959,4.494
K06090.01,37.32030954,6.9616,4325.0,36.96,538.0,19.77,5910.0,0.94,4.505
K03163.01,0.566801886,5.733,5.9,0.54,3862.0,52564.19,7589.0,2.169,4.023
K03222.01,0.607538435,5.549,34.9,1.34,3219.0,25377.69,7076.0,1.691,4.147
K03378.01,27.6775212,2.513,293.9,23.04,558.0,22.91,5797.0,0.828,4.563
K03774.01,3.72277264,15.869,1114.6,22.78,945.0,188.82,5333.0,0.688,4.633
K01920.02,10.1384691,4.026,92.8,0.74,723.0,64.55,5483.0,0.779,4.589
K03155.01,161.2529031,24.3711,94008.0,59.07,652.0,42.81,9341.0,1.87,4.222
K07882.01,65.415183,4.224,417.1,1.31,295.0,1.79,4348.0,0.646,4.62
K06755.01,1.428766771,3.9753,92.2,1.01,1737.0,2157.42,6197.0,1.035,4.449
K07020.01,0.957079167,3.85011,48673.6,72.76,2441.0,8421.62,6367.0,1.468,4.133
K07022.01,10.064687893,3.59854,10088.0,30.11,679.0,50.11,5185.0,0.705,4.571
K07024.01,7.73591011,5.01919,315131.0,50.46,806.0,99.92,5623.0,0.763,4.596
K07153.01,20.729255112,7.53677,341973.0,53.87,567.0,24.47,5256.0,0.802,4.502
K07154.01,3.04459739,7.638,66.1,0.62,1076.0,317.36,5525.0,0.753,4.603
K07155.01,3.796448299,11.5917,522879.0,232.39,2577.0,10412.56,8117.0,3.07,3.748
K07155.02,3.79654367,11.4071,70781.0,159.34,2577.0,10412.56,8117.0,3.07,3.748
K07285.01,1.20693963,6.881,20.0,0.97,2847.0,15568.09,7331.0,2.041,4.041
K07287.01,41.81145,2.208,302.0,1.4,483.0,12.88,5593.0,0.812,4.478
K07290.01,2.427967843,4.7847,126975.0,108.33,2275.0,6328.22,7652.0,1.921,4.104
K07894.01,347.97611,16.77,341.3,1.62,253.0,0.97,5995.0,0.878,4.536
K07418.01,1.032967155,1.17,127.3,21.22,5990.0,304226.71,5283.0,18.959,2.352
K07423.01,1.58742695,2.66475,76162.0,37.64,1893.0,3023.98,6440.0,1.241,4.313
K06626.01,9.459993213,5.3012,237595.0,51.89,766.0,81.31,5569.0,0.829,4.566
K06629.01,17.844323157,5.07999,222364.0,90.67,874.0,138.25,5993.0,1.485,4.114
K06767.01,30.130130001,13.4919,280751.0,83.75,753.0,76.07,6674.0,1.347,4.286
K06899.01,27.81892382,8.3777,238224.0,50.0,610.0,32.75,6126.0,0.915,4.513
K06900.01,8.467706136,4.05376,77323.6,43.98,844.0,120.02,5873.0,0.843,4.554
K07163.01,14.759477667,9.7746,357470.0,76.06,862.0,130.69,6522.0,1.105,4.407
K07164.01,10.476258265,7.77203,120206.0,54.13,1077.0,318.44,6109.0,1.536,4.097
K07292.01,8.5412411,3.654,298.8,1.4,767.0,81.55,5602.0,0.732,4.614
K05076.02,0.939740093,3.682,106.5,34.87,7200.0,635197.09,4297.0,33.474,1.663
K06509.01,2.31169425,8.689,38.4,1.76,3178.0,24113.62,9451.0,2.679,3.97
K06770.01,0.52880817,2.2865,57.7,1.84,3558.0,37880.12,6224.0,2.368,3.815
K06908.01,1.507100589,5.8097,497657.0,131.16,2378.0,7555.78,6919.0,1.748,4.099
K07036.01,11.93137992,3.639,122.1,0.56,415.0,7.0,3787.0,0.505,4.742
K07039.01,1.352576807,5.49531,317484.0,161.02,2866.0,15932.27,6881.0,2.406,3.831
K07042.01,13.254134073,4.34991,44979.8,58.51,990.0,227.51,6175.0,1.436,4.111
K07169.01,10.5113779,4.74,29.9,0.72,1052.0,289.46,6575.0,1.305,4.278
K07173.01,1.250390814,3.7184,231167.0,101.37,2367.0,7420.89,6297.0,1.663,4.006
K07301.01,20.9525604,3.986,232.9,1.19,495.0,14.2,4885.0,0.72,4.61
K07304.01,9.726748645,19.4093,393412.0,277.38,997.0,233.38,5618.0,1.406,4.107
K06258.01,0.764597756,1.119,16.6,0.72,2708.0,12721.72,6218.0,1.726,4.066
K06391.01,2.183517999,4.2703,1321.6,4633.66,9791.0,2169685.72,3198.0,162.725,0.047
K06393.01,1.945914237,2.8712,9880.5,35.94,1417.0,955.56,5967.0,0.83,4.516
K06515.01,21.142458554,5.17846,73960.9,41.68,672.0,48.12,6079.0,0.945,4.495
K06912.01,17.042155208,7.80412,55165.0,24.93,760.0,78.98,6197.0,1.035,4.449
K06913.01,0.874236216,2.352,58.4,3.46,6177.0,344046.45,10894.0,4.378,3.667
K06913.02,1.75173647,5.122,68.4,3.86,4900.0,136315.31,10894.0,4.378,3.667
K07047.01,5.801881299,4.21133,34469.8,62.9,2001.0,3784.87,7259.0,3.009,3.739
K07049.01,6.099032889,4.82208,55374.3,36.68,1183.0,462.81,6356.0,1.141,4.297
K07050.01,0.652956712,0.627,50.0,0.76,2146.0,4984.96,5812.0,1.055,4.419
K07178.01,21.570508432,13.8604,134176.0,63.68,923.0,171.91,6322.0,1.692,4.003
K07183.01,2.136834989,4.34882,346183.0,66.59,1415.0,948.25,5753.0,0.989,4.42
K07311.01,18.74072534,5.19791,125477.0,35.61,717.0,62.46,6122.0,0.996,4.471
K07316.01,3.989144446,20.7947,630524.0,60.26,996.0,233.19,5538.0,0.719,4.555
K07443.01,2.16146908,3.643,84.8,0.95,1487.0,1155.45,6047.0,1.013,4.422
K06270.01,2.442941283,4.1847,37338.0,48.18,1352.0,788.17,5780.0,1.0,4.438
K06396.01,21.858963291,6.32492,117113.0,114.63,925.0,172.73,5923.0,2.06,3.904
K06398.01,9.4022333,2.79,316.0,23.61,2309.0,6719.57,4597.0,13.874,2.42
K06523.01,1.547426532,16.1346,532.9,3.62,1973.0,3587.69,6612.0,1.264,4.303
K06654.01,0.957476003,0.6624,450.7,2.47,2138.0,4953.98,6312.0,1.122,4.338
K06787.01,1.574063832,5.6357,1118.1,28.63,1619.0,1622.84,5951.0,0.962,4.411
K06921.01,6.87778029,3.199,124.0,1.19,1052.0,289.51,6274.0,1.062,4.434
K07053.01,0.530972263,3.653,48.6,9.32,2373.0,7495.0,6185.0,0.991,4.472
K07055.01,1.606163631,4.92516,144603.0,130.46,2943.0,17727.93,8027.0,2.314,3.997
K07187.01,1.077358008,3.6713,311051.0,70.64,1925.0,3242.53,6100.0,1.064,4.397
K07457.01,0.527673075,1.3693,26.1,0.42,1970.0,3535.35,5367.0,0.828,4.514
K06271.01,2.44295727,4.0656,15298.0,44.35,1352.0,788.17,5780.0,1.0,4.438
K06277.01,0.648868342,2.82428,34769.5,72.32,2882.0,16368.52,6531.0,1.524,4.12
K06408.01,0.550537628,1.216,72.0,1.93,4181.0,71798.87,8098.0,2.199,4.013
K06533.01,6.12650913,15.43,2434.0,9.08,1370.0,832.67,6881.0,1.534,4.252
K06801.01,2.00383703,3.473,42.3,0.67,1518.0,1256.78,6045.0,1.028,4.439
K06929.01,1.729338354,6.8524,140158.0,139.36,2230.0,5838.68,5587.0,2.553,3.754
K07334.01,5.274819905,4.6688,108965.0,100.89,1646.0,1733.91,7247.0,1.834,4.111
K06285.01,39.841522897,8.79024,143685.0,116.52,765.0,80.93,6078.0,2.07,3.946
K06287.01,1.89114441,8.724,49.9,6.57,932.0,177.97,4267.0,0.627,4.637
K06413.01,374.318792,5.96,1541400.0,243.21,241.0,0.79,5997.0,0.815,4.572
K06416.01,1.22578134,2.235,99376.0,53.32,1701.0,1973.12,5780.0,1.0,4.438
K06417.01,0.751408792,2.2974,17481.0,41.48,1926.0,3241.36,5697.0,0.903,4.46
K06541.01,2.404293523,4.4649,8150.9,888.7,4178.0,71976.93,4697.0,17.032,2.204
K06810.01,0.566799218,4.227,18.2,0.79,3153.0,23364.03,6108.0,1.753,3.893
K06936.01,1.258274109,1.92467,14159.9,25.98,1207.0,502.19,4937.0,0.587,4.669
K06937.01,8.966610607,4.01883,59618.5,56.94,1038.0,274.04,6480.0,1.132,4.351
K07069.01,1.01485981,1.65,243.0,1.61,1928.0,3274.72,6158.0,1.024,4.453
K07074.01,26.8552365,2.185,194.2,1.49,618.0,34.48,6045.0,0.955,4.494
K07201.01,1.287097944,1.94,106.1,0.89,1631.0,1678.58,5906.0,0.852,4.494
K07203.01,3.55646511,4.72,46.1,0.56,1076.0,317.0,5475.0,0.818,4.479
K07208.01,3.57944367,1.869,117.2,0.87,1018.0,253.89,5341.0,0.801,4.546
K07335.01,5.682410334,5.33373,220418.0,72.9,1141.0,401.43,5897.0,1.196,4.278
K07336.01,2.199069234,6.30646,225250.0,118.99,2104.0,4632.97,6613.0,1.925,4.014
K07337.01,1.481655821,3.4913,59134.0,59.19,1935.0,3314.58,6478.0,1.174,4.307
K07466.01,10.368552685,4.37878,153233.0,61.14,845.0,120.48,5855.0,0.944,4.418
K06425.01,521.10826,18.36,244.7,1.5,231.0,0.68,5942.0,0.947,4.432
K06545.01,32.45541269,7.3736,136386.0,23.48,392.0,5.55,4869.0,0.543,4.71
K06547.01,5.917085496,23.7545,563292.0,75.86,1005.0,241.42,5661.0,0.987,4.383
K06684.01,5.2436639,10.53,93.5,0.88,1059.0,296.41,6212.0,0.862,4.537
K06819.01,3.226232203,0.4022,36.3,1.01,1620.0,1627.1,6534.0,1.437,4.203
K06948.01,17.030857558,4.24308,77832.4,73.8,836.0,115.15,5575.0,1.423,4.066
K07078.01,4.254417651,6.55436,294547.0,133.79,1360.0,806.64,6292.0,1.235,4.256
K07216.01,0.646523404,3.917,25.2,0.85,3163.0,23676.16,7257.0,1.631,4.185
K07476.01,1.81993557,2.43,109.1,0.66,907.0,159.62,4205.0,0.578,4.668
K07481.01,2.274628199,4.52648,103972.0,104.26,2092.0,4536.51,6389.0,1.947,3.914
K06299.01,0.947554749,1.097,65.4,0.67,1633.0,1680.03,5508.0,0.84,4.569
K06301.01,50.271927,6.073,574.5,2.94,589.0,28.51,6520.0,1.215,4.375
K06302.01,28.597880332,7.71925,85951.6,74.25,1014.0,250.21,6590.0,2.474,3.787
K07879.01,128.208643,2.745,212.2,6.15,792.0,93.05,7128.0,3.811,3.52
K06552.01,8.784575777,5.3022,262984.0,104.57,1555.0,1380.83,8144.0,1.914,4.139
K06553.01,1.949700508,4.35014,38119.2,56.11,1716.0,2048.37,6469.0,1.193,4.385
K06688.01,1.620813697,5.9968,121323.0,43.95,1733.0,2127.67,5757.0,1.177,4.209
K06822.01,0.566794934,4.399,68.9,1.15,2457.0,8648.94,6395.0,1.049,4.436
K06827.01,0.566801325,4.176,92.1,1.07,2383.0,7585.82,6273.0,1.021,4.454
K06958.01,1.489442254,5.51392,417901.0,115.45,2328.0,6938.66,6962.0,1.62,4.148
K07088.01,2.68814059,1.12,145.2,0.92,1135.0,392.64,5636.0,0.734,4.613
K07089.01,0.58640848,2.616,61.3,0.48,1444.0,1029.91,4556.0,0.615,4.676
K07890.01,349.85525,5.42,842.0,2.63,251.0,0.94,5941.0,0.885,4.533
K07357.01,1.23140522,3.338,51.3,0.81,1756.0,2252.47,5600.0,1.118,4.32
K07897.01,31.9714488,8.52,42.9,0.87,674.0,48.92,5846.0,1.323,4.169
K07483.01,16.9163386,2.521,64.2,0.68,648.0,41.74,5628.0,0.81,4.513
K07486.01,5.674353343,4.17722,36484.5,51.63,1053.0,290.75,5594.0,1.071,4.303
